beer.id,beer.name,beer.abv,beer.style,beer.brewerid
34377,Bourbon Barrel Aged Flying Buffalo Imperial Stout,12.5,Russian Imperial Stout,7848
34378,Kuhnhenn Extraneous Ale (Cassis),17,American Barleywine,2097
34379,Mogiana Malt,,American Pale Ale (APA),9513
34380,'t Winterkuninkske,9,Belgian Strong Dark Ale,554
34381,Spruce Juice,,Belgian Strong Pale Ale,13523
34382,"Bridal Ale, 2005",6.5,Bière de Garde,1304
34383,Dastardly Dark Lager,5,Munich Dunkel Lager,1548
34384,Hog's Breath Beer,,Vienna Lager,410
34385,Festivus 2006,9.3,English India Pale Ale (IPA),1177
34387,Platinum Blonde Lager,,Light Lager,14268
34388,Mole's Eye Pale Ale,5,American Pale Ale (APA),119
34389,Pumpkin Ale,,Pumpkin Ale,14268
34391,American Wheat Ale,,American Pale Wheat Ale,14268
34392,Michigan Brewing Black Ale,,American Stout,565
34393,Black Forest No Fail Pale Ale,5,American Pale Ale (APA),5500
34394,Kind IPA,8.5,American Double / Imperial IPA,612
34397,Farmhouse Barrel Aged Porter,,American Porter,982
34398,Ivrest,5,Witbier,11528
34399,Hawaïenne,4,American Pale Ale (APA),11528
34400,Vitale,5,American Pale Ale (APA),11528
34401,Six Finger India Pale Ale,7,American IPA,3061
34402,Pierce Street Porter,5.7,American Porter,3061
34403,Biobok,6.5,Bock,489
34404,Four Horsemen #2:  War,6.5,American Stout,14359
34405,2007 Resolution #1,7.4,Belgian Strong Pale Ale,14359
34406,Christmas Wit,,Witbier,3956
34407,Provo Girl Pilsner,4,German Pilsener,7375
34408,Chasing Tail Golden Ale,4,American Blonde Ale,7375
34409,Saranac High Peaks Series Imperial IPA,8.5,American Double / Imperial IPA,99
34410,Wilson's ESB,5.9,Extra Special / Strong Bitter (ESB),4858
34411,North By Northwest Saison 500,6,Saison / Farmhouse Ale,2642
34412,Slam Dunkelweizen,5.1,Dunkelweizen,9792
34413,Pozharnik,10,Russian Imperial Stout,12166
34414,Butter Jack Stout,,American Double / Imperial Stout,12015
34415,Judgment Day,10.5,Quadrupel (Quad),18149
34416,Wild Hare,5,English Bitter,5049
34417,Vienna Style Lager,4,Vienna Lager,7375
34418,Captain Bastard's Oatmeal Stout,4,Oatmeal Stout,7375
34419,Founders Peter Piper Peppered Pale,5.2,American Pale Ale (APA),1199
34420,The Abyss,11,American Double / Imperial Stout,63
34421,Holidaze Pale Ale,6.5,American IPA,5266
34422,Winter Ale,7.1,Winter Warmer,13065
34423,Santa Paws,4.9,English Stout,9700
34424,Springer,4.4,English Bitter,9700
34425,Barleywine,12.5,American Barleywine,7753
34427,Farmhouse Coffee Porter,5,American Porter,12502
34428,Best Of This Festivus,7.8,American Strong Ale,695
34430,Garibaldi Honey Pale Ale,4.5,English Pale Ale,11977
34431,XPA,4.3,English Pale Ale,188
34432,Tuborg Pilsner,4.9,German Pilsener,3342
34433,Monkshof Dunkel,5.7,Munich Dunkel Lager,6238
34434,Heller Belli Bock,6.9,Maibock / Helles Bock,1623
34435,The Witches Brew,,Altbier,802
34436,Stone IPA Double Dry Hopped,6.9,American IPA,147
34437,Healthy Brew Serenity Wheat,,Hefeweizen,11439
34438,Stone Smoked Porter Brandy Barrel Aged,,American Porter,147
34439,Stone 10th Anniversary IPA Double Dry Hopped,10,American Double / Imperial IPA,147
34440,Nigra,4.5,Irish Dry Stout,14492
34441,Xyauyù Etichetta Rame (Copper),12,English Barleywine,1675
34442,La Petrognola,5.5,Saison / Farmhouse Ale,14970
34443,Monfenera,5.7,Euro Pale Lager,11501
34444,Farrotta,5.8,Belgian Pale Ale,14492
34445,Jehol,4.8,English Brown Ale,3834
34446,Audace,8.4,Belgian Strong Pale Ale,14733
34447,Pale-izada,5.5,American Pale Ale (APA),5318
34448,Yanjing Ale,,American Adjunct Lager,713
34449,Wits End,5.2,Witbier,2711
34450,Good Grief Brown Ale,6,American Brown Ale,5318
34451,Fountain City Porter,,American Porter,5246
34452,Eve,12,Old Ale,173
34453,Soo's Lug,5.2,Extra Special / Strong Bitter (ESB),1680
34454,Dragonmead Copper Shield Bitter Harvest,9.7,American Barleywine,2085
34455,Dragonmead St. Nicole's Weizenbock,6.7,Weizenbock,2085
34456,Stone Ruination IPA Double Dry Hopped,7.7,American Double / Imperial IPA,147
34457,Postwirts Dunkel,4.9,Munich Dunkel Lager,2635
34458,Holiday Ale,,American IPA,1880
34459,Barley Gold,4,Euro Pale Lager,3778
34460,Hop-a-Long Cascady IPA,,American Pale Ale (APA),1090
34461,Founders Amber,6,American Amber / Red Ale,1199
34462,Ozujsko Pivo,5,Euro Pale Lager,1720
34463,"Augustinus For ""de Schenkan""",6.2,Belgian Pale Ale,552
34464,Happy Trails Christmas Ale,5.7,Winter Warmer,2079
34465,Stein Leziak Svetly,5,Euro Pale Lager,12607
34466,Belgian Abbey Ale,7.2,Belgian Pale Ale,1550
34467,Ølfabrikken Rug IPA,7,American IPA,11063
34468,Harpoon English Style Old Ale (100 Barrel Series #17),7.9,Old Ale,10097
34469,Nicholson's Ale,,Scottish Ale,1550
34470,Stone Old Guardian Barley Wine Style Ale 1999,10.58,American Barleywine,147
34471,Winterstorm,8,Winter Warmer,1177
34472,Festive Firkin,4.1,English Bitter,8742
34473,Sick Duck Imperial Stout,,Russian Imperial Stout,14503
34474,Bare Tree Artist Series Weiss Beer 2006,10.2,Wheatwine,689
34475,Navigator 8.4,8.4,Euro Strong Lager,976
34476,Dominion Porter,,English Porter,402
34477,Left End Pale Ale,,American Pale Ale (APA),812
34478,Dunkel Weizen,,Dunkelweizen,743
34479,Hoomphrey Boogart,,Belgian Pale Ale,1178
34480,Pale Ale,,American Pale Ale (APA),3120
34481,Riesenbart Dunkelweizen,5.8,Dunkelweizen,1169
34482,Gouden Carolus Festive Spice,5.5,Belgian Pale Ale,1534
34483,Ten FIDY,10.5,Russian Imperial Stout,2681
34484,Imperial Stout Trooper,9.2,Russian Imperial Stout,357
34485,Atomic Blonde Ale,5.5,American Blonde Ale,2436
34486,Ritter Pils,4.9,German Pilsener,6152
34487,Camo Black Ice,10.5,American Malt Liquor,881
34488,Nimbus Doppel Bock,,Doppelbock,1103
34489,Cherry Wheat,,American Pale Wheat Ale,1548
34490,Frosty's Best Bitter,5,Extra Special / Strong Bitter (ESB),5115
34492,Harvest Mild Ale,4,American Brown Ale,7375
34493,Kaufbeurer Tänzelfestbier,5.8,Märzen / Oktoberfest,1623
34494,Mbege Ale,7,Fruit / Vegetable Beer,144
34495,Stone Levitation Ale Double Dry Hopped,4.4,American Amber / Red Ale,147
34498,Grotten Brown (Pierre Celis Signature),6.7,Belgian Strong Dark Ale,259
34499,Barrel Aged Triple Exultation,9.7,Old Ale,1627
34502,Bonfire Of The Valkyries,,Rauchbier,2504
34503,BÁN,4.2,English Pale Ale,15095
34504,RUA,6,Irish Red Ale,15095
34505,Saison DuPed,7.1,Saison / Farmhouse Ale,4983
34506,Lee's Choice Oatmeal Stout,5.8,Oatmeal Stout,1930
34507,Old Thumper,9,English Barleywine,1550
34508,Tripel Double,8.5,Belgian IPA,1709
34509,Tropical Pils,4.7,Euro Pale Lager,9376
34510,IPA,7.5,American IPA,1709
34511,Dorada Pilsen,4.7,Euro Pale Lager,9376
34512,Resolution Ale,9.5,American Barleywine,1933
34513,ReplicAle Saison,6.5,Saison / Farmhouse Ale,612
34514,Schlafly Reserve - Barleywine Style Ale,10.2,American Barleywine,583
34515,Gubernija Duonos Gira Kvass,2.5,Kvass,886
34516,Víking Light Beer,2.25,Low Alcohol Beer,4748
34517,Santa Claws Christmas Cake Porter,,English Porter,866
34519,Ammirati's Castle Crags Ale,,American Amber / Red Ale,762
34520,Weihnachtsbock,7,Doppelbock,4458
34522,Indiana Porch Alcohol,7.5,American IPA,1550
34523,Vollmond Bier,5.5,Vienna Lager,5980
34524,Great Lakes Rubicon,5.8,Flanders Red Ale,73
34525,Jomfruhumle,5,Czech Pilsener,15090
34526,Naverbryg,5,Munich Helles Lager,15090
34527,LOA,5.3,Munich Dunkel Lager,15090
34528,Klosterbryg,5.5,Munich Dunkel Lager,15090
34529,Pearl Of India,6,English India Pale Ale (IPA),15090
34530,C. W.,5.2,Rauchbier,15090
34531,Madam Wit,5,Witbier,15090
34533,Julebuk,6.3,Bock,15090
34534,Myrtilleir,7,Lambic - Fruit,512
34535,Imperial IPA,6.5,American Double / Imperial IPA,12881
34536,Dark 'n Curvy,5.5,Dunkelweizen,1151
34537,Coffee Ale,,Scotch Ale / Wee Heavy,952
34538,Bee Sting Honey Rye,,Rye Beer,14177
34539,Winona's Big Brown Ale,,American Brown Ale,14177
34540,Firebird Pale Ale,,American IPA,14177
34542,Sleggehammer,11.2,American Barleywine,986
34543,Baldwin Abbey 10,,Tripel,2321
34544,Narragansett Porter,7,American Porter,213
34545,Bad Santa Brown Ale,6,English Brown Ale,6045
34547,Crushers,6.7,English Strong Ale,12849
34548,Squatters American Wheat,4,Hefeweizen,136
34549,Glutaner Sorghum-Based Premium Pilsener,4.7,Euro Pale Lager,180
34550,State Street Stout,,American Stout,14177
34551,ESB,7,Extra Special / Strong Bitter (ESB),486
34554,Wet Hopped Double IPA,9,American Double / Imperial IPA,2972
34555,Beach Blonde,3.7,American Blonde Ale,2651
34556,Issaquah Ménage À Frog,9,Tripel,132
34557,The Tangerine ExBEERience Hefeweizen Ale,4.8,Hefeweizen,909
34558,Bombay Grab IPA (Oak Aged),,English India Pale Ale (IPA),860
34559,Black Demon Stout,5,American Stout,1609
34560,Generation Ale,,English Brown Ale,3817
34561,Rebellion Sleighed,4.3,English Pale Ale,9011
34562,Burton Bridge Santi-Freeze,4.5,English Bitter,159
34563,Big Boris Barleywine,9,American Barleywine,2493
34564,Super Kitty,12,American Strong Ale,6980
34565,La Huasteca,5,Munich Helles Lager,11936
34566,La Brunante,8,Scotch Ale / Wee Heavy,9726
34567,Coffee Stout,,American Stout,1135
34568,Tea Bagged Bender,5.1,American Brown Ale,13014
34569,The Tater Ale,4.5,Fruit / Vegetable Beer,850
34570,Malheur Brut Reserve - Michael Jackson Commemorative Selection 2006,11,Bière de Champagne / Bière Brut,669
34571,Fireside Imperial Pils,,American Double / Imperial Pilsner,642
34573,Eichbaum Kellerbier Naturtrüb,4.8,Keller Bier / Zwickel Bier,2431
34574,Elevator Winter Warmer Ale (DUPLICATE),8.6,Winter Warmer,1464
34575,Lubelska,6.2,Czech Pilsener,1781
34576,LTD Series - 01,6.4,Bock,5316
34577,Epiphany Ale,5.5,American Amber / Red Ale,10583
34578,English Olde Ale,7.2,Old Ale,10097
34579,Christoffel Werelds Winterbier,7.2,Belgian Pale Ale,553
34580,Blackout Stout,7.2,American Double / Imperial Stout,3915
34581,Bête Noir,8.5,Belgian Strong Dark Ale,1548
34582,Distelhäuser Premium Pils,4.9,German Pilsener,6807
34583,Steengoed,12,Belgian Strong Pale Ale,48
34584,IPX,9.5,American Double / Imperial IPA,4832
34585,Big Black Mariah,7.5,American Porter,1151
34586,Full Frontal Pale Ale,5.5,American Pale Ale (APA),1151
34587,Shorditch Ale,,English Porter,1548
34588,Kuhnhenn Kuhnie Christmas,5.9,Winter Warmer,2097
34589,Arlen's Goodbye IPA,,American IPA,1391
34590,Monk's Uncle Tripel,9,Tripel,365
34591,Artisan Reuzebier,8.3,Belgian Strong Pale Ale,6859
34595,Dunkel Weizen,,Dunkelweizen,1550
34596,Fat Bastard Scottish Ale,8.8,Scotch Ale / Wee Heavy,4063
34597,1/2 Wit,5.5,Witbier,1549
34598,Big Horn Chocolate Cream Stout,,American Stout,3964
34599,Big Horn Blonde Ale,5,American Pale Ale (APA),3964
34601,Frosty's Revenge,7.2,Winter Warmer,9685
34602,Razz Wheat,,American Pale Wheat Ale,1432
34603,Imperial Steel Rail,8.5,American Pale Ale (APA),33
34604,Reitter Pils,,German Pilsener,6798
34605,Der Weiße Löwen Weisse,,Hefeweizen,6730
34606,Elzacher Pils,,German Pilsener,6730
34607,Scrooge,7,American IPA,6045
34608,Elzacher Kräusen-Pils,4.9,Keller Bier / Zwickel Bier,6730
34609,Elzacher Jubiläums Bier 150 Jahre,,Munich Dunkel Lager,6730
34610,Hirschen-Bräu Keller,,Keller Bier / Zwickel Bier,6803
34611,Simeon Jones River Valley Amber Ale,4.5,American Amber / Red Ale,7739
34612,Ultra,8.3,Doppelbock,6144
34613,Abbey Holiday Ale,,Belgian Pale Ale,9797
34615,Pearl Ale,6.2,American Brown Ale,1169
34616,Greif-Bräu Edel-Pils,5.1,German Pilsener,5794
34617,Greif-Bräu Hell,4.9,Munich Helles Lager,5794
34618,Hirschen-Bräu Export,,Dortmunder / Export Lager,6803
34619,Brunhilde,,Munich Dunkel Lager,5066
34620,Ganter Urtrunk,,Keller Bier / Zwickel Bier,6256
34621,Roggen Bier,,Roggenbier,1548
34622,Triple Dog Dare IPA,,American IPA,952
34623,Au Brasseur Blonde,,Belgian Pale Ale,9060
34624,Au Brasseur Brune,,Belgian Dark Ale,9060
34625,White Horse Bitter,4.5,English Bitter,13295
34626,Mellert Export,,Dortmunder / Export Lager,6841
34627,Ketterer Ur-Weisse,,Hefeweizen,6840
34628,Ketterer Pils,,German Pilsener,6840
34629,Hirsch Zwickl / Zwuckl,,Keller Bier / Zwickel Bier,6813
34630,Kronen Pils,,German Pilsener,6823
34631,Barrel Aged Behemoth,12.5,American Barleywine,26
34632,Stuff Your Stocking Holiday Spiced Ale,,Winter Warmer,2792
34633,ESB,,Extra Special / Strong Bitter (ESB),2792
34636,Etrange De Leah,9.2,Dubbel,395
34637,Darby Blonde Ale,4.9,American Blonde Ale,395
34639,Willimantic IPA 2007,6.2,American IPA,477
34640,Willimantic Instigator Doppelbock,8.2,Doppelbock,477
34641,Obispado,4.95,Kölsch,13656
34642,Bock,,Bock,5408
34643,Kohler Rehm Pils,,German Pilsener,15372
34644,Kohler Rehm Nöel,,Euro Dark Lager,15372
34645,Ketterer Export,,Dortmunder / Export Lager,6840
34646,Königsegger Pils,,German Pilsener,6764
34647,Königsegger Spezial,,Dortmunder / Export Lager,6764
34648,WalderBräu Schwarzbier,,Schwarzbier,6764
34649,Duchy Originals Organic Golden Ale,4.8,English Bitter,160
34650,WalderBräu Naturtrüb Hell,,Keller Bier / Zwickel Bier,6764
34651,St.Peter's Mild,3.7,English Dark Mild Ale,296
34652,Steinacher Hausbräu Halbe Märzen,,Märzen / Oktoberfest,15344
34653,Tettnanger Keller Pils,,Keller Bier / Zwickel Bier,2131
34654,Raspberry Gold Lager,,American Adjunct Lager,235
34655,King Street Ale,,American IPA,7773
34657,Blizzard,4.7,Winter Warmer,3401
34658,W'07 Pale Ale,5.4,American Pale Ale (APA),8
34659,Eichhorn Vollbier-Hell,4.9,Munich Helles Lager,15367
34660,Eichhorn Vollbier-Dunkel,4.9,Munich Dunkel Lager,15367
34661,Biere De Noel,7,Bière de Garde,603
34662,Barley's Four Seas Imperial IPA,,American Double / Imperial IPA,1513
34663,Hübner-Bräu Vollbier (Landbier),4.7,Keller Bier / Zwickel Bier,5950
34664,Capital City Winter Ale,,American Brown Ale,1133
34665,Capital City Dubbel,5.2,Dubbel,1133
34666,Old Hat Dopplebock,9,Doppelbock,6300
34667,Zuster Agatha (for Muifelbrouwerij),10,Belgian Strong Dark Ale,519
34668,Middelburgs Witheer,5,Witbier,552
34671,Tiny Tim's Christmas Ale,8,American Porter,5275
34672,Zoller-Hof Hefe-Weizen,5.1,Hefeweizen,6795
34673,Oskar Farny Premium Pils,4.9,German Pilsener,3193
34674,Krug-Bräu Pilsner,4.9,German Pilsener,6087
34675,Joh. Albrecht  Messing,,Dortmunder / Export Lager,6800
34676,Joh. Albrecht Kupfer,,Munich Dunkel Lager,6800
34677,Old School IPA,5.8,English India Pale Ale (IPA),6045
34678,Joh. Albrecht Weizen,,Hefeweizen,6800
34679,Winter Wheat Bock,7,Weizenbock,1548
34680,Snow Slaker WInter Lager,5.3,Munich Dunkel Lager,13768
34681,ARGO E.S.B.,4,Extra Special / Strong Bitter (ESB),13423
34682,Spruce Goose,7.3,American Strong Ale,5074
34683,Christmas Ale,,Winter Warmer,1532
34684,Mule Kick Oatmeal Stout,5.9,American Stout,29
34686,Drake's Hoppy Ass Brown,,American Brown Ale,3835
34687,Edenton Coffee Stout,8,American Double / Imperial Stout,8148
34688,Long Hammer IPA,6.5,American IPA,18134
34689,Cloudsplitter Barley Wine,9.5,English Barleywine,4027
34690,Dark Dora,6.2,Schwarzbier,8203
34691,Xocolatl,5,English Porter,8203
34692,D'Ham Blonde,5.5,American Blonde Ale,14916
34693,One,9,Doppelbock,13014
34696,Landbier Export Hell,5.4,Dortmunder / Export Lager,6144
34697,Pilsner,5.5,Czech Pilsener,14268
34698,American IPA,5,American IPA,14268
34699,Power Station Pale Ale,,American Pale Ale (APA),1550
34700,Vieux Montréal Rousse,5,American Amber / Red Ale,15394
34701,Big Mouth,6,American Stout,1483
34702,Coffee Brown,,American Brown Ale,5325
34704,Austin Amber Ale,,American Amber / Red Ale,10284
34705,Resolution,4.5,English Pale Ale,18
34706,Mt. Shasta Strong Ale,8.1,American Strong Ale,762
34707,Knalbier,7.5,Belgian Strong Dark Ale,554
34708,Artisanal Belgian Triple,,Tripel,456
34710,D'Ham Au Miel,,American Brown Ale,14916
34711,Bone Warmer Amber Ale,8.2,American Strong Ale,413
34712,Oak-Aged Ebenezer's Brew,9,Russian Imperial Stout,1056
34713,Steelhead's St. Paddy's Irish Red Ale,,Irish Red Ale,761
34714,Winterfest,,Bock,456
34715,Weizen Bock,10,Weizenbock,11056
34716,Skol Beer,,Euro Pale Lager,9033
34717,Springboard,6.2,Belgian Pale Ale,192
34718,Pale Moonlight,4.1,English Bitter,8593
34719,Inferno,4,English Pale Ale,1680
34720,Avalon Dark Lager,,Schwarzbier,14400
34721,Rhöner Bock Hell,6,Maibock / Helles Bock,7326
34722,Old Frostie,3.8,English Bitter,7091
34723,Blond Omen,,Belgian Pale Ale,2936
34724,Lunar,5.1,American Dark Wheat Ale,423
34725,Maotai Beer,4,Euro Pale Lager,15438
34726,Black Forest Smoked Cherry Dunkel Weizen,6.2,Dunkelweizen,2669
34727,MateVeza Organic Golden Ale,5,American Pale Ale (APA),15886
34728,Roggenbier,,Roggenbier,371
34729,Drummers Lane Brown Ale,,American Brown Ale,578
34730,Second Revelation,4,Dubbel,7375
34731,Santa's Little Helper 2006,10,Belgian Strong Dark Ale,13307
34732,Newport Storm - Elle (Cyclone Series),8.1,Belgian Strong Dark Ale,688
34733,Barrel Aged Black Sun Stout,7.2,American Double / Imperial Stout,26
34734,Double Pale Ale,,American Pale Ale (APA),4835
34735,Triple 7 Omen,,American Barleywine,2315
34736,Kongens Brygg Juleøl,1.7,Dunkelweizen,721
34737,Nørrebro Julebryg,7,Winter Warmer,8264
34738,Harboe Vib Pilsner Håndbajer,4.4,Euro Pale Lager,1463
34739,Harboe Vib Pilsner Classic Landlord,4.6,Euro Pale Lager,1463
34740,Barley's Cherry Porter,,American Porter,1513
34741,Brooklyn Smoked Weissbock,8,Weizenbock,45
34743,Patrizier Bräu Königstrunk,5.4,Dortmunder / Export Lager,129
34744,Patrizier Bräu Albrecht Dürer Pils,4.9,German Pilsener,129
34745,Gourmetbryggeriet Blanche,5,German Pilsener,12922
34751,Black Bull,7,American Malt Liquor,1550
34752,Blitzen American Strong Ale,9,American Strong Ale,1550
34754,Ninkasi Goddess,,Munich Helles Lager,14400
34755,Big Island Ginger Beer,5,American Amber / Red Ale,579
34756,90 Shilling Scotch Ale,7.5,Scotch Ale / Wee Heavy,689
34757,Dry Dock USS Enterprise Strong Pale,,American IPA,12314
34759,Heartland Red,5.2,American Amber / Red Ale,1550
34761,XS Imperial Younger's Special Bitter,7.1,Extra Special / Strong Bitter (ESB),132
34762,Bollox!,7.8,American IPA,12172
34764,Craftsman Honest Ale,5,American Pale Ale (APA),2321
34765,Wierquer Bier,4.5,American Adjunct Lager,15098
34767,Gourmetbryggeriet Bock2,7.2,Doppelbock,12922
34768,Gourmetbryggeriet Piney,5.2,American Pale Ale (APA),12922
34769,Gourmetbryggeriet Cloudy Wheat,5.5,Dunkelweizen,12922
34770,Gourmetbryggeriet Barley Brew,10.5,American Barleywine,12922
34771,Gourmetbryggeriet WitBier,4.8,Witbier,12922
34775,Gourmetbryggeriet Happy Easter,6,Märzen / Oktoberfest,12922
34778,Gourmetbryggeriet Jingle Ale,7.3,English Strong Ale,12922
34780,Shakparo (Fire-Brewed African Style-Ale),5.7,American Amber / Red Ale,144
34781,Guinness Draught  Extra Cold,4.2,Irish Dry Stout,209
34782,Old Rasputin X Anniversary Barrel Aged Stout,11.7,Russian Imperial Stout,112
34783,Dan's Saison,,Saison / Farmhouse Ale,10099
34784,Black Hole,4,Schwarzbier,13423
34785,Bard's Ale,5,English Dark Mild Ale,415
34786,Lug Tread Lagered Ale,5.2,Kölsch,15435
34787,La Huasteca,5,Munich Helles Lager,13657
34789,Retreating Darkness,4.5,American Porter,1177
34791,Bitter American,4.4,American Pale Ale (APA),735
34792,No Fault Imperial IPA,,American Double / Imperial IPA,132
34793,Snow Beer,4.3,Euro Pale Lager,15437
34794,Snow Light Refreshing Beer,4,Light Lager,15437
34795,Snow Dry,4.5,Euro Pale Lager,15437
34796,Schwarzenberg Helles,,Munich Helles Lager,14755
34797,Schwarzenberg Dunkles,,Munich Dunkel Lager,14755
34798,Christmas Cheer,,Winter Warmer,3207
34799,San Francisco Pale Ale,,American Pale Ale (APA),3207
34801,St. Stephen's Bock,,Weizenbock,3207
34802,Olde Pelican,6.82,English Pale Ale,4614
34803,Biere A L'epinette,5,Belgian Pale Ale,2825
34804,Landshark Lager,4.7,American Adjunct Lager,16098
34805,Clair De Lune,4.9,English Stout,9996
34806,D'Ham Noire Sur Lie,5.5,American Stout,14916
34807,Pearl River Lager Beer,5.3,Euro Pale Lager,12623
34808,La Récidive,4.8,Milk / Sweet Stout,13905
34809,BWCA Alt,5.8,Altbier,1169
